name,artists,release_date,danceability,energy,valence,acousticness,speechiness,instrumentalness,duration_ms,score,percentile,already_charted_in_tw
Off the Road,['Jack Adkins'],1984-01-01,0.555,0.7120000000000001,0.7609999999999999,0.1689999999999999,0.0345,0.0979,172189,0.8088114892495477,99.86904737159368,False
Diwali,['Viktor Mastoridis'],2006-07-07,0.73,0.528,0.812,0.0172,0.032,0.0774,164813,0.8087907251395625,99.86890879738371,False
Petition,['Tennis'],2012-02-13,0.6859999999999999,0.885,0.747,0.0688,0.027,0.0969,191742,0.8087814457503454,99.86877022317377,False
Put You Right,['Brassy'],2000-04-17,0.913,0.6940000000000001,0.542,0.00279,0.212,0.0771,218800,0.8087728955420921,99.86863164896381,False
LitNic,['Ken Rebel'],2020-04-02,0.944,0.616,0.6409999999999999,0.0031899999999999,0.267,0.0621,171429,0.8087535785368101,99.86849307475386,False
Walking on the Moon - Bad Computer Remix,"['Infected Mushroom', 'Bad Computer']",2020-09-11,0.72,0.85,0.825,0.0528,0.107,0.0863,189231,0.8087522114975606,99.86828521343892,False
Walking on the Moon - Bad Computer Remix,"['Infected Mushroom', 'Bad Computer']",2020-09-11,0.72,0.85,0.825,0.0528,0.107,0.0863,189231,0.8087522114975606,99.86828521343892,False
Show Me,['Habstrakt'],2020-04-24,0.672,0.825,0.351,0.0211,0.233,0.0934,174696,0.8087403989453396,99.86807735212399,False
Rivers of Babylon,['Rockabye Baby!'],2015-10-02,0.833,0.0727,0.851,0.6659999999999999,0.0882,0.0711,142239,0.8086912398979162,99.86793877791405,False
Everything is Broken,['Glen Soderholm'],2008-01-01,0.965,0.446,0.889,0.319,0.0608,0.0744,222413,0.8086732520731209,99.86780020370409,False
Devil,['Slayyyter'],2019-09-17,0.7040000000000001,0.841,0.514,0.000138,0.0969,0.0947,177707,0.8086478291249489,99.86766162949414,False
Trinkle Tinkle,['Pierrick Pédron'],2012-09-28,0.56,0.416,0.598,0.0672,0.0617,0.0982,260717,0.8086204959391674,99.86752305528418,False
La Di Da,['Gina Gershon'],2009-03-07,0.498,0.706,0.8170000000000001,0.024,0.179,0.0889,203733,0.8086008679903964,99.86738448107423,False
Off the Temple,"['Dave Grymm', 'Wreath Vazquez']",2020-04-20,0.722,0.4639999999999999,0.6609999999999999,0.143,0.228,0.0711,147000,0.8085735064180002,99.86724590686428,False
Big Tip,"['Mr. Bill', 'Frequent']",2020-03-20,0.754,0.721,0.4920000000000001,0.00644,0.316,0.0736,146207,0.8085472876857839,99.86710733265431,False
August '68,['Fred Kroner'],2016-11-14,0.568,0.6,0.664,0.00839,0.0261,0.0934,179459,0.8085399726720554,99.86696875844436,False
Ofege,['Ofege'],2018-07-31,0.529,0.767,0.952,0.0952,0.0434,0.0986,240427,0.8085131472601991,99.86683018423442,False
In My Head,['Monsey'],2020-03-18,0.687,0.515,0.1939999999999999,0.147,0.0587,0.0911,64078,0.8085061749371351,99.86669161002446,False
Down In Mississippi,['Papa Don McMinn'],2009-06-30,0.906,0.677,0.97,0.12,0.0337,0.0752,203000,0.8084990639635777,99.8665530358145,False
Rich One Day,['Fame Tha Don'],2020-07-20,0.675,0.456,0.71,0.0593,0.401,0.0663,221312,0.8084920328786745,99.86641446160455,False
International Man,['Perry Weber & The Devilles'],2007-05-14,0.722,0.91,0.959,0.265,0.0478,0.0925,181400,0.8084861706079576,99.8662758873946,False
Get Out of Town,['Johanne Desforges'],2004-01-01,0.741,0.4029999999999999,0.835,0.596,0.0643,0.0965,255107,0.8084810579223034,99.86613731318464,False
These Trails,['These Trails'],2011-06-21,0.504,0.358,0.8370000000000001,0.3879999999999999,0.0335,0.085,87880,0.8084772689544674,99.8659987389747,False
Lovin' You (Is so Hard to Do),['Bruce Ewan'],2016-11-04,0.607,0.593,0.873,0.275,0.205,0.0954,313373,0.80843051191886,99.86586016476473,False
She's The Kind,['Lights From Space'],2011-01-01,0.5329999999999999,0.715,0.774,0.00129,0.037,0.0885,124427,0.8083831854266983,99.86572159055478,False
Last Night on the Back Porch,['James Andrews'],1998-01-01,0.7559999999999999,0.58,0.8859999999999999,0.272,0.144,0.0755,158499,0.8083495026774336,99.86558301634483,False
Well Now Ya Here,['Simon Fielder'],,0.486,0.622,0.6829999999999999,0.175,0.138,0.0987,210640,0.8083347992109438,99.86544444213487,False
Close to Me - Fitz / F2 Studios Demo 2/85,['The Cure'],1985-08-26,0.74,0.703,0.7959999999999999,0.0819,0.147,0.0855,242147,0.8083339607185557,99.86530586792493,False
Here We Come - Death Mix,['Steinski'],2008-05-27,0.902,0.662,0.705,0.191,0.175,0.0708,138453,0.8083200514995148,99.86516729371496,False
I Got That,['Olly Anna'],2018-06-22,0.976,0.95,0.913,0.473,0.072,0.0852,153684,0.8083146265970391,99.865028719505,False
i dono shit about love,['Psymun'],2018-08-09,0.4479999999999999,0.6629999999999999,0.4920000000000001,0.00875,0.402,0.0775,110692,0.8082938921719423,99.86489014529506,False
Red Wing,"['Thurland Chattaway', 'F.A. Mills', 'Spike Jones & His City Slickers']",1994-04-12,0.773,0.413,0.969,0.922,0.0898,0.0885,150560,0.8082738536906713,99.86475157108511,False
Who Dat?,['Aaron Neville'],2010-06-11,0.872,0.752,0.777,0.1889999999999999,0.215,0.0689,125853,0.8082626935999451,99.86461299687515,False
A Face in the Crowd,['Sao Vicente'],2019-02-22,0.894,0.522,0.48,0.26,0.0602,0.088,188560,0.8082611177395426,99.8644744226652,False
JUICY SECRET - Instrumental,['GIRLS GIRLS'],2016-10-11,0.845,0.7170000000000001,0.6970000000000001,0.0111,0.059,0.0832,201884,0.8082471840421732,99.86433584845524,False
These Days In Flames,['The Ladybug Transistor'],2003-10-07,0.654,0.64,0.88,0.247,0.0262,0.0878,152747,0.8082297683724233,99.8641972742453,False
Rachel et Marianne,['Urbain Desbois'],2003-09-28,0.657,0.212,0.6829999999999999,0.134,0.0602,0.0803,198200,0.8081664798678455,99.86405870003534,False
Love Is a Luxury I Can No Longer Afford,['Future Bible Heroes'],2013-06-04,0.591,0.725,0.687,0.157,0.0416,0.0947,139893,0.8081580351135368,99.8638508387204,False
Love Is a Luxury I Can No Longer Afford,['Future Bible Heroes'],2013-06-04,0.591,0.725,0.687,0.157,0.0416,0.0947,139893,0.8081580351135368,99.8638508387204,False
Ana,['Grupo Yndio'],2016-11-23,0.6970000000000001,0.203,0.954,0.49,0.0382,0.0789,175726,0.8081449211770672,99.86364297740548,False
Jimmy's Close In,['Simani'],2015-06-30,0.621,0.911,0.965,0.1369999999999999,0.0387,0.0876,121467,0.8080823336381499,99.86350440319552,False
All of My Prisons,['Feeding Fingers'],2010-09-28,0.835,0.84,0.812,0.0569,0.0383,0.0931,271240,0.8080415623146572,99.86336582898558,False
Jump! - Funky Hipno Remix,"['The Movement', 'Walter ""Kandor"" Kahn']",1992-09-15,0.84,0.53,0.439,0.00173,0.104,0.0913,283160,0.8080233854289584,99.86322725477561,False
Reptiles,['Vigor'],2013-03-15,0.843,0.79,0.813,0.31,0.379,0.0775,259120,0.8080187929656789,99.86308868056565,False
Gaite Parisienne (after J. Offenbach): 2. Polka,"['Manuel Rosenthal', 'Monte-Carlo Philharmonic Orchestra']",1999-07-08,0.423,0.1119999999999999,0.772,0.87,0.0387,0.0999,115227,0.8079664811418048,99.86295010635571,False
Waving,['Philippa Nihill'],,0.55,0.652,0.483,0.00119,0.025,0.099,156827,0.8079481111814466,99.86281153214576,False
"Yosl, Yosl - Joey, Joey",['Metropolitan Klezmer'],,0.6579999999999999,0.562,0.978,0.498,0.0584,0.0778,56907,0.8078502710341633,99.8626729579358,False
pink,['Fellsius'],2020-04-10,0.795,0.645,0.195,0.0206,0.228,0.088,183750,0.8077538092088347,99.86253438372584,False
Some Old Lonesome Day,['David Vest'],2018-04-06,0.644,0.478,0.382,0.0235,0.0374,0.0975,207147,0.8077190455843782,99.86239580951589,False
Jerusalem,['The Letterpress Opry'],2003-01-01,0.59,0.591,0.865,0.12,0.0293,0.0889,185320,0.8077184484092066,99.86225723530595,False
Computer Sind Doof,['Spliff'],2005-07-11,0.6709999999999999,0.698,0.976,0.0151,0.0317,0.0809,179320,0.8077003751870039,99.86211866109599,False
Little Brown Jug - Remastered 2002,['Glenn Miller'],2002-05-21,0.7020000000000001,0.535,0.775,0.7929999999999999,0.261,0.0899,172267,0.8076895606298562,99.86198008688602,False
4 Nothing,['Clayton Savage'],2006-07-06,0.6990000000000001,0.5429999999999999,0.893,0.00156,0.0272,0.0875,279400,0.8076789736980632,99.86184151267608,False
Red Cup - DJ Roody Remix,"['Alabama Nick', 'Chefboy Tyree', 'DJ Roody']",2020-12-18,0.8190000000000001,0.7709999999999999,0.196,0.00511,0.0919,0.0977,179520,0.8076629447907618,99.86170293846612,False
Slaap - Original Mix,['Kadaver'],2020-07-06,0.7,0.66,0.64,0.0394,0.228,0.0767,161491,0.8076036439485926,99.86156436425617,False
Sleeveless in Seattle,['Rick Braun'],2009-07-28,0.807,0.6940000000000001,0.846,0.349,0.143,0.0914,273427,0.807580317374187,99.86142579004621,False
Can You Handle This?,['Uppy'],2018-09-28,0.6779999999999999,0.718,0.767,0.447,0.067,0.0838,31998,0.8075710415091614,99.86128721583626,False
Give Me Your Love (Love Song),['Lambchop'],1998-09-08,0.614,0.594,0.858,0.011,0.0428,0.0971,315600,0.8075509648660396,99.8611486416263,False
Armor and Flight,['Abney Park'],2016-11-05,0.631,0.78,0.823,0.0256,0.0273,0.0941,213000,0.8075411339920298,99.86101006741636,False
Romance,['Peter Walker'],2004-09-28,0.7040000000000001,0.603,0.642,0.0457,0.0254,0.0902,196160,0.8075086355973289,99.8608714932064,False
With Love,['Billy X'],2016-12-23,0.565,0.135,0.4370000000000001,0.201,0.0377,0.0901,167000,0.8074741180642171,99.86073291899645,False
Eye 2 Eye [Radio Edit] - Junior Sanchez Stay in the House Remix,['Sam Sparro'],2020-04-17,0.718,0.867,0.669,0.000571,0.037,0.0955,204878,0.8074429831601047,99.86059434478649,False
Keep It Moving - N?E Remix,"['Alex Newell', 'N.E']",2017-03-10,0.887,0.5589999999999999,0.6659999999999999,0.00126,0.111,0.0823,287244,0.807364674092367,99.86045577057654,False
It’s On,['Quakers'],2020-09-11,0.7809999999999999,0.949,0.974,0.2789999999999999,0.0361,0.0794,65718,0.807364063718385,99.8603171963666,False
Gangster Girlfriend,['Ruskabank'],,0.58,0.768,0.966,0.14,0.0419,0.0963,236733,0.8073433384754453,99.86017862215662,False
Black Woman,['Soulphiction'],,0.918,0.3229999999999999,0.429,0.16,0.125,0.0831,265853,0.807323977105606,99.86004004794667,False
Sue,['Luke Temple'],2013-10-15,0.59,0.518,0.7440000000000001,0.0588,0.0397,0.0897,202080,0.8073140916911984,99.85990147373673,False
Mumbai To Miami (Chellidaroo Malegehya) Rap Version,['Dan Bagley'],2010-02-18,0.7190000000000001,0.898,0.8170000000000001,0.0741,0.0725,0.0979,267373,0.8073024889232719,99.85976289952677,False
I Blaum Skugga,['Hermigervill'],2009-06-16,0.878,0.605,0.8320000000000001,0.00182,0.126,0.0612,121723,0.807293215669229,99.85962432531682,False
Frankie & Johnnie,['The Country Gentlemen'],2011-10-30,0.633,0.15,0.731,0.867,0.0513,0.0924,124960,0.8072668931555695,99.85948575110686,False
Madge Wildfire's Strathspey,['Scottish Pipe Band'],2006-03-07,0.7909999999999999,0.361,0.927,0.853,0.0648,0.0957,243240,0.807211971839271,99.8593471768969,False
Give It to Love,['Anggun'],2008-10-20,0.81,0.823,0.8690000000000001,0.0312,0.0345,0.0862,223627,0.8072016111294541,99.85920860268695,False
Let It Ride,['Every Day Life'],,0.627,0.926,0.531,0.0158,0.188,0.0927,157040,0.8071553583826707,99.859070028477,False
Runnin' Water,"['Lorraine Jordan', 'Carolina Road', 'The Kentucky Headhunters']",2017-11-03,0.591,0.75,0.594,0.00248,0.0289,0.0957,154905,0.8071435830011309,99.85893145426704,False
Altarboys,['Le Rok'],2007-03-16,0.665,0.6709999999999999,0.5870000000000001,0.153,0.423,0.0843,283213,0.807007576210846,99.8587928800571,False
Paradise Awaits,['ZHU'],2014-09-11,0.865,0.539,0.41,0.118,0.174,0.0832,213440,0.8069647760066779,99.85865430584714,False
Echo Voices,['Lajamanu Teenage Band'],,0.6,0.731,0.947,0.251,0.0478,0.0906,166827,0.8069642774358028,99.85851573163718,False
JAKY KY,['Generoso Jiménez'],1997-01-01,0.6509999999999999,0.5539999999999999,0.897,0.574,0.044,0.0949,173360,0.8069602325144964,99.85837715742724,False
Don't Give Up On Me,['Rocker-T'],2005-06-15,0.758,0.535,0.949,0.00359,0.0434,0.0942,406173,0.8069462597737211,99.85823858321727,False
Leaving Her Flowers,['Birocratic'],2017-03-20,0.662,0.594,0.747,0.626,0.067,0.0984,151048,0.8069246385855672,99.85810000900732,False
See Me Go,['The Woggles'],,0.423,0.939,0.958,9.85e-05,0.0391,0.0973,160960,0.8069159961637065,99.85796143479737,False
Casio,['Jungle'],2018-09-14,0.816,0.4920000000000001,0.765,0.431,0.0752,0.0896,234370,0.8067983362256532,99.85782286058742,False
Jump Back,['Al Hill & The Love Butlers'],1998-01-01,0.556,0.536,0.855,0.103,0.0285,0.0954,256240,0.8067964065792546,99.85768428637746,False
We Eat Our Young,['The Jonbenét'],2006-08-08,0.385,0.977,0.412,0.0001419999999999,0.265,0.0986,100427,0.8067931300876398,99.85754571216751,False
The Love of My Life,['ram ramakar'],2016-08-25,0.64,0.287,0.6559999999999999,0.703,0.0353,0.0979,158500,0.8067885156048855,99.85740713795755,False
False Planet Lifestyle,"['Mexican Dubwiser', 'Rubén Albarrán']",2011-01-01,0.665,0.873,0.7170000000000001,0.0011099999999999,0.0422,0.0963,207787,0.8067705415881494,99.85726856374761,False
Day of Reckoning,['Manwomanchild'],2010-12-14,0.64,0.789,0.797,0.000164,0.0416,0.0904,188588,0.8067592956937278,99.85712998953765,False
Peacock Rag,"[""Fiddlin' Arthur Smith"", 'His Dixieliners']",,0.4529999999999999,0.503,0.96,0.361,0.0379,0.0932,160080,0.8067548980569619,99.85699141532768,False
Contigo - Tv Mix Version,['Los Amigos Invisibles'],2017-12-01,0.627,0.902,0.89,0.00488,0.0329,0.099,257818,0.8067231914801525,99.85685284111774,False
Another Story - Another Version,['Galcher Lustwerk'],2020-07-10,0.835,0.353,0.3979999999999999,0.000921,0.1159999999999999,0.0809,230610,0.8067091325738764,99.85671426690779,False
Bee To Honey,['Butcher the Bar'],2009-05-08,0.682,0.5479999999999999,0.96,0.6659999999999999,0.0426,0.0849,84022,0.8066338271294184,99.85657569269783,False
WONT FALL BACK,"['Adé Hakim', 'Joygill Moriah']",2019-12-02,0.5920000000000001,0.502,0.515,0.0806,0.0721,0.0905,157438,0.8066107669061052,99.85643711848788,False
Dame tu corazón,['Siniestro Total'],1988-01-01,0.6409999999999999,0.931,0.907,0.00536,0.033,0.0834,106293,0.8066019862683644,99.85629854427792,False
Fantastic Day,['Haircut 100'],2003-06-14,0.4579999999999999,0.7,0.871,0.000821,0.026,0.0951,192933,0.8065873186571687,99.85615997006796,False
Financially Fit,"['Trust Army', '38 Spesh', 'The Musalini']",2019-12-24,0.591,0.385,0.287,0.283,0.0876,0.0933,96131,0.8065698947610686,99.85602139585802,False
Uang,['Duo Kribo'],2011-03-08,0.763,0.537,0.759,0.213,0.081,0.0851,217960,0.8065673092888187,99.85588282164807,False
You Don't Know Me,['Snak The Ripper'],2012-05-22,0.6579999999999999,0.805,0.556,0.079,0.0602,0.0984,182547,0.8065352977528838,99.85574424743811,False
Be My Husband,"['Charlie Hunter', 'Lucy Woodward']",2019-04-19,0.6579999999999999,0.821,0.794,0.0313,0.0647,0.0966,253433,0.8065164759863206,99.85560567322815,False
Industrial Spy - Dub / Instrumental Reggae Music,['Mikey Dread'],2004-01-01,0.804,0.6940000000000001,0.947,0.0107,0.111,0.0786,262947,0.8065159110857065,99.8554670990182,False
Way Out in the Blue,['Leæther Strip'],2009-10-07,0.768,0.321,0.871,0.0382,0.0451,0.075,251813,0.8065155673244994,99.85532852480826,False
The Middle of Nowhere,['Tony Joe White'],2016-05-27,0.774,0.331,0.8270000000000001,0.759,0.0379,0.0995,265067,0.8065035770525449,99.85518995059829,False
In the Bag,['Dojo Cuts'],2019-11-08,0.909,0.58,0.966,0.284,0.0473,0.0702,151293,0.8065033383033544,99.85505137638833,False
Evil Doer Retire,['The Bush Chemists'],,0.8490000000000001,0.528,0.772,0.000288,0.153,0.0718,237333,0.8064925161831559,99.85491280217839,False
Move It (feat. Naada),['Palenke Soultribe'],2013-04-09,0.828,0.759,0.638,0.0225,0.1119999999999999,0.0902,267573,0.8064429292033158,99.85477422796843,False
Static Cling (Demo),['Frantix'],2014-04-29,0.321,0.7509999999999999,0.606,0.0934,0.0585,0.099,59373,0.8064422320261224,99.85463565375848,False
Entering the Amazonas,['Tonbruket'],2019-09-27,0.68,0.795,0.25,0.0483,0.0515,0.0979,96375,0.8064356795951132,99.85449707954852,False
You’re So Good to Me,['M. Ward'],2016-03-04,0.705,0.507,0.961,0.58,0.0318,0.0906,184320,0.8063710607426193,99.85435850533857,False
Dragon Attack,['Anglo Jackson'],2010-08-14,0.6729999999999999,0.718,0.7020000000000001,0.00895,0.0671,0.0909,213667,0.8063647653785063,99.85421993112863,False
Magic Mike,['Ant Law'],2020-07-24,0.506,0.0301,0.2789999999999999,0.973,0.405,0.0823,34453,0.8063295715240918,99.85408135691867,False
Respect,['Train'],2000-09-29,0.603,0.968,0.805,0.000178,0.0483,0.0983,204507,0.8063172027012653,99.85394278270871,False
Say Si Si (Para Vigo Me Voy) - Remastered 1994,"['Glenn Miller', 'Marion Hutton']",1999-04-05,0.695,0.3929999999999999,0.889,0.8029999999999999,0.0464,0.0933,160867,0.806302403038668,99.85380420849876,False
Устал,['Manizha'],2017-04-19,0.787,0.525,0.251,0.0277,0.0413,0.0984,233684,0.8062760001711264,99.8536656342888,False
He Liked To Feel It,['Crash Test Dummies'],2007-09-01,0.754,0.5589999999999999,0.695,0.0834,0.0308,0.0889,234533,0.8062653366938304,99.85352706007885,False
Warning (feat. Lynn Lockamy),"['Rhemi', 'Lynn Lockamy']",2017-05-19,0.927,0.7340000000000001,0.962,0.0009429999999999,0.0794,0.0924,436210,0.8061946063258024,99.8533884858689,False
DownTime,['The Montana Mandolin Society'],2004-01-01,0.6970000000000001,0.3429999999999999,0.815,0.847,0.0577,0.0939,153067,0.8061925511229856,99.85324991165893,False
Swing Rave - Instrumental,"['Cesare Andrea Bixio', 'Elliot Goldenthal', 'Steven Mercurio', 'Jonathan Sheffer', 'London Metropolitan Orchestra', 'The Mask Orchestra']",2000-01-03,0.6,0.79,0.6859999999999999,0.0385,0.0808,0.0869,113093,0.8061908418395892,99.85311133744898,False
Scaredy Cat,['Zandah'],2019-01-18,0.705,0.425,0.312,0.0161,0.264,0.0715,111419,0.806126392978581,99.85297276323904,False
Passing Through,['The Holmes Brothers'],2013-10-15,0.73,0.879,0.845,0.0745,0.0433,0.088,177027,0.8061033264606067,99.85283418902908,False
Hunted,['The Protomen'],2015-02-20,0.288,0.491,0.18,0.252,0.467,0.092,108000,0.8060615301581143,99.85269561481913,False
Important Things,['The Waifs'],2017-03-03,0.768,0.551,0.895,0.354,0.0352,0.0882,225174,0.8060220583402615,99.85255704060917,False
Love,['Evade'],2012-06-30,0.919,0.62,0.8370000000000001,0.0478,0.316,0.0571,199935,0.8060156149861165,99.85241846639921,False
The Object Iss To Shfit Some Units,['Blood Duster'],,0.44,0.727,0.3,0.0115,0.17,0.0935,59387,0.805994670724705,99.85227989218927,False
Whole Lot of Shakin',['The Emotions'],2018-06-29,0.878,0.6459999999999999,0.979,0.0638,0.0437,0.0715,199187,0.8059682574831203,99.85214131797932,False
Bass Booty Pirates,['Maggotron'],1996-02-13,0.885,0.6920000000000001,0.75,0.000745,0.105,0.0865,318227,0.8059414553251312,99.85200274376935,False
Patina,['Funkturm'],,0.4539999999999999,0.932,0.818,0.0431,0.2689999999999999,0.0979,263960,0.8059097253225881,99.8518641695594,False
And Now a Word from Our Fine Sponsors With Mr. Funkadamus,['Rock Candy Funk Party'],2015-07-31,0.7809999999999999,0.228,0.973,0.113,0.843,3.71e-06,17773,0.8059014214759538,99.85172559534945,False
Lonely,['Chloe x Halle'],2020-06-12,0.8190000000000001,0.3879999999999999,0.241,0.159,0.0812,0.0906,195427,0.8058756903301945,99.8515870211395,False
Johnny Cock Thy Beaver,"['Anonymous\xa0', 'Baltimore Consort']",1997-01-01,0.523,0.12,0.675,0.8320000000000001,0.0395,0.0979,129227,0.8058625165721433,99.85144844692955,False
Late Night,"['NOCASINO', 'Aler King County', 'Yct Phenom']",2020-04-17,0.775,0.5479999999999999,0.62,0.0393,0.215,0.0755,212221,0.8058246253218476,99.85130987271958,False
Afritonic Pt.1,['Madlib'],2010-03-23,0.912,0.4039999999999999,0.2289999999999999,0.105,0.324,0.0605,88040,0.8057935478455918,99.85117129850963,False
Spinal Meningitis (Got Me Down),['Ween'],,0.632,0.56,0.696,0.0228,0.0289999999999999,0.0865,172840,0.8057872486779133,99.85103272429969,False
Iner Bass Dagger,['Caleb Hinz'],2012-08-06,0.545,0.2789999999999999,0.0694,0.0366,0.479,0.0745,153409,0.8057284260266053,99.85089415008973,False
PANAME,['Haiyti'],2020-07-03,0.8590000000000001,0.574,0.662,0.3379999999999999,0.104,0.0817,166772,0.8057102572265304,99.85075557587977,False
Sharpened up My Axes,['Forrest McDonald'],2000-06-01,0.695,0.943,0.939,0.0383,0.0523,0.0869,178554,0.8057037889075066,99.85054771456484,False
Standing by Myself,['Forrest McDonald'],2000-06-01,0.695,0.943,0.939,0.0383,0.0523,0.0869,178554,0.8057037889075066,99.85054771456484,False
Basslines,['Tony Delgado'],2009-01-20,0.8270000000000001,0.64,0.964,0.136,0.0488,0.0612,52907,0.8056892923793164,99.85033985324992,False
You Can Talk About Your Concrete...,['Ewan MacColl'],2008-06-19,0.7190000000000001,0.496,0.722,0.995,0.66,0.0727,185747,0.8056412651642192,99.85020127903996,False
Errors of Skin,['Lucrecia Dalt'],2018-05-04,0.8170000000000001,0.237,0.119,0.287,0.0709,0.0968,219724,0.8056394964762681,99.85006270483,False
"Burn Beno, Burn",['Lysergabolic Mnexobile Psylophetamol'],2004-06-01,0.643,0.94,0.555,0.00145,0.0903,0.0882,77558,0.8056038943492482,99.84992413062005,False
"Going Back to My Roots - 12"" Version",['Odyssey'],1998-11-04,0.706,0.7759999999999999,0.883,0.0699,0.034,0.0999,325827,0.8055978730478178,99.8497855564101,False
The Bitter End,['Carlene Carter'],2008-03-04,0.645,0.8009999999999999,0.603,0.00214,0.0289,0.0983,200493,0.8055976108394346,99.84964698220014,False
Mazurka - Valse,['Juan Silos Jr.'],,0.711,0.4039999999999999,0.947,0.7559999999999999,0.0404,0.0896,160427,0.8055931385605875,99.84950840799019,False
Delete,['Freddie Dredd'],2020-08-18,0.892,0.611,0.337,0.0952,0.392,0.0574,63804,0.805579676590541,99.84936983378023,False
Since When?,"['Cunninlynguists', 'Natti']",2005-12-13,0.728,0.471,0.118,0.063,0.0571,0.0905,102880,0.8055782429747129,99.84923125957027,False
Movie Star Quality,['ECID'],2007-10-16,0.916,0.679,0.332,0.0339,0.148,0.0848,201653,0.8055489206465407,99.84909268536033,False
Calling,['Cubic Feet'],1994-01-01,0.643,0.784,0.7140000000000001,0.0745,0.0367,0.0999,240267,0.8054779491292028,99.84895411115038,False
Ven Conmigo (Solamente Tú) - Karaoke Version,['Christina Aguilera'],,0.89,0.907,0.934,0.0159,0.0514,0.0773,190067,0.8054727086923694,99.84881553694042,False
The HIV Song,['Ween'],,0.747,0.466,0.966,0.109,0.0743,0.0649,129507,0.8054426989854548,99.84867696273047,False
Doin' the New Low Down,['The Mills Brothers'],1995-08-08,0.789,0.249,0.737,0.993,0.0858,0.0954,190840,0.8054157334624277,99.84853838852051,False
Keep on Goin' - Remix,['Petey Pablo'],2018-09-14,0.765,0.919,0.855,0.00749,0.0476,0.0904,233714,0.8054048483639157,99.84839981431057,False
The Lion...,['OWLS'],2014-03-18,0.622,0.667,0.6579999999999999,0.176,0.0303,0.0949,164707,0.8053959969504204,99.8482612401006,False
Dope Is Getting Heavier,['Dog House Posse'],2017-05-24,0.809,0.345,0.228,0.0254,0.3670000000000001,0.0702,204467,0.805370091579099,99.84812266589064,False
Con Botas Sucias,['Barón Rojo'],,0.55,0.861,0.868,0.000197,0.1119999999999999,0.0958,248933,0.8053660642669913,99.8479840916807,False
Molly,['The New Drakes'],1996-10-15,0.487,0.745,0.6990000000000001,4.92e-05,0.0349,0.0993,189987,0.8053659491844969,99.84784551747074,False
Morning Margaritas,"['Jack Grace Band', 'The Broken Mariachi Horns']",2010-05-04,0.645,0.894,0.825,0.0825,0.0384,0.094,184440,0.8053390260536805,99.84770694326079,False
Pressure & Release,['Chris Murray'],,0.921,0.527,0.909,0.363,0.0498,0.0715,150987,0.80530367291728,99.84756836905083,False
Golden Slippers,"['Tony Elman', 'J.J. Schoch', 'Peter Elman', 'Paula Hochhalter', 'Barry Phillips']",1983-06-02,0.569,0.638,0.987,0.0179,0.0285,0.0758,110867,0.8053030201563472,99.84742979484088,False
Gum Party,['Adventure Time'],2019-05-01,0.841,0.534,0.968,0.0314,0.0579999999999999,0.0521,39980,0.8052978161794369,99.84729122063094,False
Blood from a Stone,['Sheer Mag'],2019-06-19,0.547,0.941,0.853,0.0011,0.0472,0.0934,157051,0.8052875335817288,99.84715264642098,False
Dr. Greenthumb - Fun Lovin' Criminals Remix,"['Cypress Hill', ""Fun Lovin' Criminals"", 'I.S.P.']",1998-09-01,0.885,0.746,0.7140000000000001,0.0347,0.354,0.067,234173,0.8052858726755309,99.84701407221101,False
Amor,['Arzu'],1991-11-26,0.857,0.262,0.88,0.00313,0.252,0.0521,222307,0.8052847419111177,99.84687549800107,False
So Cold,['Brabo Gator'],2020-07-17,0.599,0.723,0.513,0.00869,0.0686,0.0979,192250,0.8052603577629012,99.84673692379111,False
Deixa o Verão,['Los Hermanos'],2003-07-05,0.568,0.8109999999999999,0.966,0.473,0.0358,0.0997,159933,0.8052550245830895,99.84659834958116,False
Burning Instinct,['Red Baraat'],,0.595,0.982,0.909,0.00252,0.0366,0.0994,238933,0.805131826387791,99.84645977537122,False
Alone I Break,['Korn'],2002-06-20,0.614,0.7070000000000001,0.711,0.00247,0.0519,0.0975,256853,0.8051021882914395,99.84632120116125,False
When I 1st Met You Baby,['Ben Prestage'],2011-03-14,0.813,0.416,0.73,0.5660000000000001,0.0419,0.0953,249880,0.8050923363412382,99.84618262695129,False
Overseas Suite - Year of the Dog,['Nguyên Lê'],2019-10-25,0.569,0.86,0.6970000000000001,0.0497,0.0435,0.0962,153613,0.8050890051446994,99.84604405274135,False
"Overture (Suite) No. 2 in B Minor, BWV 1067: VII. Badinerie","['Johann Sebastian Bach', 'Cologne Chamber Orchestra', 'Helmut Muller-Bruhl']",2011-11-01,0.515,0.2689999999999999,0.964,0.847,0.037,0.0897,90107,0.8050539131486518,99.84583619142641,False
"Overture (Suite) No. 2 In B Minor, BWV 1067 : VII. Badinerie","['Cologne Chamber Orchestra', 'Johann Sebastian Bach']",2000-12-02,0.515,0.2689999999999999,0.964,0.847,0.037,0.0897,90107,0.8050539131486518,99.84583619142641,False
Te busco,"['Edgardo Donato', 'Horacio Lagos']",2017-10-27,0.688,0.207,0.631,0.968,0.0831,0.0969,144771,0.8050161441716364,99.84562833011148,False
Intro,['Los Amigos Invisibles'],,0.461,0.915,0.356,0.73,0.457,0.098,35547,0.8050091127804831,99.84548975590153,False
La Gigantona,['Alfonso Lovo'],2012-09-25,0.611,0.674,0.875,0.263,0.0672,0.0908,184427,0.8050053509077283,99.84535118169158,False
